"","ISO","lang.family","lang.genus","native.country","native.country.area","language","lat","lon","area","perimeter","n.neighbors","mean.temp","sum.precip","sd.temp","sd.precip","growing.season","pop_log","morphological.complexity","complexity.bias","p.complexity.bias","mono.complexity.bias","open.complexity.bias","morphological.complexity.ld","propPresent","adjusted.complexity","ratio.L2.L1","scaled.LDT.ZM","scaled.LDT.H","scaled.LDT.TTR","stock","region","n.L1.speakers","n.L2.speakers","TTR.LDT","n.phonemes","n.consonants","n.vowels","n.sonorants","n.obstruents","n.monophthongs","n.qual.monophthongs","n.tones","mean.length","mean.dependency.length","information.density","syllable.rate","information.rate","mean.aoa","normalized.vowel.diversity","normalized.consonant.diversity","normalized.tone.diversity","normalized.phoneme.diversity","distance.from.origin"
"275","gux","Niger-Congo","Gur","Burkina Faso","Africa","gurma",12.25,1,1528863,995222.25,12.25,28.195825,67.625,79.78825,2.527625,4.833325,5.90982,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,20,10,8,12,10,5,3,3.78571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","gur","Niger-Congo","Gur","Ghana","Africa","gurenne",10.83,-0.92,99159,182948.5,6.5,27.7979,79.7915,86.0055,1.9204,5.25,5.92691,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57352941176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","hau","Afro-Asiatic","West Chadic","Nigeria","Africa","hausa",12,7,11830380,2577126.66666667,85,26.4181416666667,70.1635,87.5678333333333,2.61074166666667,4.86096666666667,7.38313,13,0.328842723,0.247043062,0.259555406,0.290801125,-10,0.95833,-9.5833,0.609904855,-0.109597224,-0.474011642,-1.129840363,"Chadic","African",24594000,1.5e+07,0.22309417,45,32,10,9,23,10,5,3,4.5365296803653,NA,NA,NA,NA,NA,-0.4846364,0.9579338,0.54663194,0.33997643,1498.044
"278","kfz","Niger-Congo","Gur","Mali","Africa","koromfe",14.25,-0.92,184102.5,494701.5,8,28.6417,36.167,52.343,2.8583,3,5.29248,16,NA,NA,NA,NA,-9,0.75,-6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.99583333333333,NA,NA,NA,NA,NA,1.3900889,-0.7169629,-0.7687792,-0.031884379,2069.288
"279","cme","Niger-Congo","Gur","Burkina Faso","Africa","kirma",10.25,-4.83,80284.5,191756,7.5,NA,NA,NA,NA,NA,4.80003,12,NA,NA,NA,NA,-1,0.125,-0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,21,21,7,14,21,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","kst","Niger-Congo","Gur","Burkina Faso","Africa","kowinye",11.87,-2.92,21671,89144,7,NA,NA,NA,NA,NA,4.30103,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","xsm","Niger-Congo","Gur","Burkina Faso","Africa","kasem",11.25,-1.25,176261.5,317749,7.5,27.94375,77.9165,85.1215,1.95115,5,5.39794,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,19,20,7,12,20,10,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","lob","Niger-Congo","Gur","C“te dIvoire","Africa","lobi",10.5,-3.25,425914,523750.5,10.5,27.5463,91.986,84.5026666666667,1.6763,6.77776666666667,5.64473,13,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","lee","Niger-Congo","Gur","Burkina Faso","Africa","lyele",12.5,-2.67,213165,304690,6,28.0667,63.75,76.781,2.1202,5,5.11394,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,24,16,10,14,16,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","mos","Niger-Congo","Gur","Burkina Faso","Africa","moore",12.83,-1.25,3318340.5,1923097.5,23.5,28.16836,62.8,77.829,2.38156,4.6,6.70215,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,17,24,6,11,24,8,2,4.41916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","nuv","Niger-Congo","Gur","Burkina Faso","Africa","nuninorthern",12.17,-3,91194,208724,8,NA,NA,NA,NA,NA,4.65321,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,21,30,8,13,30,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","dje","Nilo-Saharan","Songhay","Niger","Africa",NA,13.83,2.17,1850843.25,610721,15.75,28.35765,58.4065,74.757,2.7106,4.29165,6.34013,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,20,16,8,12,16,5,4,3.98717948717949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","bul","Indo-European","Slavic","Bulgaria","Europe","bulgarian",42.5,25,2502466.75,933062,8.25,12.3055,44.75775,12.866375,8.29615,5.144225,6.95206,13,0.408321315,0.275765683,0.21855406,0.354327571,-4,0.54167,-2.16668,0.261771815,0.264161418,0.014022546,0.058041572,"Indo-European","Europe",7897189,2067262,0.377689694,49,37,12,9,28,12,6,0,4.3875,18.8,NA,NA,NA,NA,-0.4846364,1.79538213,-0.7687792,0.180655509,5760.137
"288","crh","Altaic","Turkic","Uzbekistan","Asia","crimeantatar",45,34.08,44299.5,106991.5,3.5,NA,NA,NA,NA,NA,5.65929,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65671641791045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","gag","Altaic","Turkic","Moldova","Europe","gagauz",46.33,28.67,161416,415498.5,6,9.5917,45.417,13.827,9.0113,7,5.17609,14,NA,NA,NA,NA,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.22727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","abv","Afro-Asiatic","Semitic","Bahrain","Asia","arabicbahrain",26,50.5,38560.5,248788,3.5,26.5917,5.972,6.947,6.4857,0,5.49136,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","kin","Niger-Congo","Bantoid","Rwanda","Africa","kinyarwanda",-2,30,922353,767476,10.6666666666667,18.398675,100.6305,52.96025,0.3165,9.9507,6.86185,12,NA,NA,NA,NA,-2,0.16667,-0.33334,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,39,10,11,28,10,5,0,3.79945054945055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","cko","Niger-Congo","Kwa","Togo","Africa","anufo",10.08,0.25,53542.6666666667,124269,7.66666666666667,27.9458,88.792,88.551,2.007,6.5,5.13862,12,NA,NA,NA,NA,-1,0.08333,-0.08333,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,22,19,8,14,19,7,2,4.09210526315789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","bqc","Niger-Congo","Eastern Mande","Nigeria","Africa","boko",10.5,3.5,512739,725954,10,NA,NA,NA,NA,NA,5.04139,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,19,12,5,14,12,7,3,3.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","bba","Niger-Congo","Gur","Nigeria","Africa","bariba",10,2.5,1527330.5,1219718.5,20,26.4042,95.958,95.899,1.813,6.25,5.74819,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,18,12,6,12,12,7,0,3.65,NA,NA,NA,NA,NA,1.3900889,-0.7169629,1.86204304,0.845056353,1470.541
"295","fon","Niger-Congo","Kwa","Benin","Africa","fongbe",6.42,2.17,270820,361989.5,14,27.1698,95.865,71.125,1.2924,8.125,6.23942,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,24,14,7,17,14,7,4,3.38888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","kbp","Niger-Congo","Gur","Togo","Africa","kabiye",9.67,1.17,1194624,1044391.5,36,26.1520333333333,111.385333333333,93.867,1.51113333333333,7.3889,5.86332,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,22,23,7,15,23,14,2,3.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","ntm","Niger-Congo","Gur","Benin","Africa","nateni",10.5,1.17,53123,196113,7,27.2167,93.917,93.715,1.7714,6.5,4.81954,13,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27631578947368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","yor","Niger-Congo","Defoid","Nigeria","Africa","yoruba",8,4.33,10156628,2135841,66,26.25176,105.4008,75.1716,1.37212,7.8326,7.28616,8,0.20765078,0.113063917,0.180751598,0.161420052,-14,0.91667,-12.83338,0.103194915,-2.269355546,-0.405940556,-1.202668931,"Niger-Congo","African Savannah  ",19380800,2e+06,0.21361598,29,18,11,6,12,11,7,0,3.66666666666667,NA,NA,NA,NA,NA,1.3900889,-0.7169629,1.86204304,0.845056353,1176.774
"299","cdo","Sino-Tibetan","Chinese","Thailand","Asia","fuzhou",26,119.5,2835552,3784320,8,19.28355,110.988666666667,62.6933333333333,6.71423333333333,11.0606,6.95919,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,14,7,9,5,7,7,0,4.7421875,NA,NA,NA,NA,NA,1.3900889,-1.5544112,1.86204304,0.565906908,12614.44
"300","hak","Sino-Tibetan","Chinese","China","Asia","hakka",25,116,8077093.5,6187312,26.5,19.50104375,140.9315625,86.7850625,6.63240625,11.75685,7.47622,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,21,6,8,13,6,6,4,4.26923076923077,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,1.86204304,0.220147906,12349.67
"301","iba","Austronesian","Sundic","Malaysia","Asia","iban",2,112,2019803,512658.666666667,45.3333333333333,27.12335,276.6,68.932,0.36165,12,5.61805,10,NA,NA,NA,NA,-4,0.25,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,19,6,8,11,6,6,0,4.36764705882353,NA,NA,NA,NA,NA,-0.4846364,0.12048546,-0.7687792,-0.377643382,13296.74
"302","lnd","Austronesian","Borneo","Indonesia","Asia","lundayeh",4,115.92,106076.666666667,262982.666666667,9.66666666666667,NA,NA,NA,NA,NA,4.58092,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41176470588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","mel","Austronesian","Borneo","Malaysia","Asia","melanau",2.5,111.5,47207,384368.5,6.5,25.9333,266.25,67.944,0.4008,12,4.47855,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58823529411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","cmn","Sino-Tibetan","Chinese","China","Asia","mandarin",34,110,103023336.666667,36178802.6666667,275.333333333333,5.4149,57.374,51.2505,13.78245,3.57725,8.94102,11,0.353643189,0.233238052,0.31251465,0.312840159,-10,0.79167,-7.9167,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,24,21,9,15,6,6,4,4.23888888888889,22.3,0.94,5.18,0.94,NA,-0.4846364,0.9579338,1.86204304,0.778446796,11418.85
"305","nep","Indo-European","Indic","Nepal","Asia","nepali",28,85,1950174.33333333,2287275.66666667,77,17.0015666666667,146.597666666667,167.084,4.98566666666667,7.203,7.23576,16,0.374875824,0.261592386,0.294679849,0.334419123,-1,0.29167,-0.29167,1.002281862,0.878311847,0.731027155,0.786878632,"Indo-European","Indic",14965850,1.5e+07,0.472543353,39,27,12,5,22,12,6,0,NA,NA,NA,NA,NA,NA,-0.4846364,0.9579338,-0.7687792,-0.098493936,9357.227
"306","aro","Tacanan","Tacanan","Bolivia","South America","araona",-12.33,-67.75,5171,71203,1,NA,NA,NA,NA,NA,1.90849,12,NA,NA,NA,NA,-10,0.91667,-9.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35897435897436,NA,NA,NA,NA,NA,-1.2345266,1.79538213,-0.7687792,-0.06930787,25142.92
"307","ayo","Zamucoan","Zamucoan","Paraguay","South America","ayoreo",-20.25,-59.25,3477263.5,1524594,7.5,NA,NA,NA,NA,NA,3.57646,14,NA,NA,NA,NA,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01973684210526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","brg","Arawakan","Arawakan","Bolivia","South America","baure",-13.08,-64.17,1662,41082,0,27.0458,121.917,84.085,1.0006,9,1.69897,15,NA,NA,NA,NA,-1,0.25,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66176470588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","cav","Tacanan","Tacanan","Bolivia","South America","cavinena",-13.33,-66.5,57096,238887,1,NA,NA,NA,NA,NA,3.07188,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,20,4,7,13,4,4,0,4.74436090225564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","cao","Panoan","Panoan","Bolivia","South America","chacobo",-12.17,-66.75,13150,263793,2,NA,NA,NA,NA,NA,2.74036,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,17,4,5,12,4,4,0,4.51351351351351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","cax","Chiquito","Chiquito","Bolivia","South America","chiquitano",-17.5,-60,12896783,1668356,6,24.2,154.583,81.517,2.3034,12,3.76753,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","cyb","Cayuvava","Cayuvava","Bolivia","South America","cayuvava",-13.5,-65.5,NA,NA,NA,26.4167,136.5,84.078,1.4941,9,1.69897,19,NA,NA,NA,NA,-4,0.5,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65384615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","ese","Tacanan","Tacanan","Peru","South America","eseejja",-11,-66,213593,568379.5,4.5,27.1417,142.417,93.561,0.7821,9,3.24846,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.79098360655738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","ign","Arawakan","Arawakan","Bolivia","South America","ignaciano",-15.17,-65.42,24311,244408,1,25.4792,151.75,91.193,1.8157,10.5,3.65321,14,NA,NA,NA,NA,-2,0.20833,-0.41666,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,21,4,8,13,4,4,0,5.01282051282051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","ito","Itonama","Itonama","Bolivia","South America","itonama",-12.83,-64.33,6515,79478,0,27.0458,121.917,84.085,1.0006,9,1.69897,14,NA,NA,NA,NA,0,0.20833,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,19,6,6,13,6,6,0,5.56410256410256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","cas","Mosetenan","Mosetenan","Bolivia","South America","moseten",-14.75,-67.83,24200,200570,1,26.65,149.458,88.315,1.2963,11,3.72558,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,26,12,7,19,12,5,0,4.95161290322581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","mzp","Movima","Movima","Bolivia","South America","movima",-13.83,-65.67,39518,223844,0,26.4167,136.5,84.078,1.4941,9,3.16197,13,NA,NA,NA,NA,-1,0.125,-0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,18,5,6,12,5,5,0,6.41758241758242,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,-0.7687792,-0.656792827,25394.71
"318","tna","Tacanan","Tacanan","Bolivia","South America",NA,-13.5,-68,92386,310277,2,NA,NA,NA,NA,NA,3.26031,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,18,4,5,13,4,4,0,4.75274725274725,NA,NA,NA,NA,NA,-1.2345266,-0.7169629,-0.7687792,-0.906756206,25249.2
"319","yuz","Yuracare","Yuracare","Bolivia","South America",NA,-16.58,-65.25,10389,164929,2,24.6667,242.5,134.11,2.2876,12,3.42732,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,18,7,7,11,7,7,0,4.57991452991453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","tba","Arawakan","Arawakan","Brazil","South America","aikana",-12.67,-60.67,14799,122590,1,NA,NA,NA,NA,NA,1.95424,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,22,10,10,12,10,7,0,4.70103092783505,NA,NA,NA,NA,NA,-0.4846364,0.12048546,0.54663194,0.060826985,25594.8
"321","ake","Cariban","Cariban","Guyana","South America","akawaio",6,-59.5,765427,415532.333333333,4,26.4667,319.083,133.58,0.6985,12,3.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,13,10,9,4,7,7,0,4.18852459016393,NA,NA,NA,NA,NA,1.3900889,-1.5544112,-0.7687792,-0.311033824,24637.7
"322","amc","Panoan","Panoan","Peru","South America","amahuaca",-10.5,-72.5,597890.5,729779,10,NA,NA,NA,NA,NA,2.49136,14,NA,NA,NA,NA,-1,0.25,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,14,8,5,9,8,4,0,4.60810810810811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","apn","Macro-Ge","Ge-Kaingang","Brazil","South America","apinaye",-5.5,-48,76577,221405,0,25.4417,120.833,103.412,0.5775,8,2.90309,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,14,35,5,9,35,11,0,3.32386363636364,NA,NA,NA,NA,NA,1.3900889,-1.5544112,-0.7687792,-0.311033824,26237.66
"324","apy","Cariban","Cariban","Brazil","South America","apalai",0,-54,84991,239932,1,NA,NA,NA,NA,NA,2.65321,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.38461538461539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","apu","Arawakan","Arawakan","Brazil","South America","apurina",-9,-67,3102278,1748096,12,NA,NA,NA,NA,NA,3.30103,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,14,26,6,8,20,5,0,5.09090909090909,NA,NA,NA,NA,NA,-0.4846364,-1.5544112,-0.7687792,-0.935942272,24858.32
"326","asu","Tupian","Tupi-Guaraní","Brazil","South America","asurini",-3.5,-49.5,48542,200407,0,27.425,202.167,159.774,0.3817,9,2.28103,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","bkq","Cariban","Cariban","Brazil","South America","bakairi",-14,-55,27632,189312,0,NA,NA,NA,NA,NA,2.75587,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,17,12,10,7,12,7,0,4.92307692307692,NA,NA,NA,NA,NA,1.3900889,-0.7169629,-0.7687792,-0.031884379,26123.49
"328","jaa","Arauan","Arauan","Brazil","South America","banawa",-7.33333333333333,-65.8333333333333,460686.666666667,302291.666666667,4,26.4667,206.667,112.761,0.3447,11,2.16012,15,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,11,4,5,6,4,4,0,4.48484848484848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","bwi","Arawakan","Arawakan","Venezuela","South America","baniwa",2.67,-66.83,404070.5,446666,7.5,NA,NA,NA,NA,NA,3.77034,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,25,12,9,16,4,4,0,4.6062091503268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","boa","Huitotoan","Huitoto","Peru","South America","bora",-2.17,-72.33,57532.6666666667,371723.666666667,4.33333333333333,NA,NA,NA,NA,NA,3.45148,14,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.68705035971223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","bor","Macro-Ge","Bororo","Brazil","South America","bororo",-16,-57,188748,660261,0,NA,NA,NA,NA,NA,2.92942,18,NA,NA,NA,NA,-2,0.375,-0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,13,7,7,6,7,7,0,4.62244897959184,NA,NA,NA,NA,NA,1.3900889,-1.5544112,-0.7687792,-0.311033824,26133.02
"332","car","Cariban","Cariban","Suriname","South America","carib",5.5,-56,770688.2,609474.2,4.6,26.1875,208.4585,97.4085,0.7644,12,4.00971,17,NA,NA,NA,NA,-4,0.66667,-2.66668,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,16,12,6,10,12,6,0,4.64957264957265,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,-0.7687792,-0.656792827,25028.63
"333","mch","Cariban","Cariban","Venezuela","South America","caribdekwana",5.5,-65,2584542,663878,10.5,NA,NA,NA,NA,NA,3.71933,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11764705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","ram","Macro-Ge","Ge-Kaingang","Brazil","South America","canelakraho",-6,-45,429922.5,345022,0.5,25.8667,100.583,85.288,0.9764,7,3.15229,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.29487179487179,NA,NA,NA,NA,NA,1.3900889,-1.5544112,-0.7687792,-0.311033824,26563.74
"335","knm","Katukinan","Katukinan","Brazil","South America","canamari",-6.5,-68.5,1734409,1749252,6,NA,NA,NA,NA,NA,2.8109,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.80645161290323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","cod","Tupian","Tupi-Guaraní","Peru","South America","cocama",-5,-74.5,941010.333333333,708810,5.33333333333333,26.8333,204.625,49.391,0.4177,12,3.31175,12,NA,NA,NA,NA,-3,0.33333,-0.99999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63157894736842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","cbc","Tucanoan","Tucanoan","Colombia","South America","carapana",0.83,-70.75,19231,171126,3,NA,NA,NA,NA,NA,2.81291,14,NA,NA,NA,NA,0,0.20833,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55128205128205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","cbs","Panoan","Panoan","Peru","South America","cashinahua",-10.5,-71.83,999550.5,646291.5,9.5,NA,NA,NA,NA,NA,3.30103,12,NA,NA,NA,NA,-2,0.16667,-0.33334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15384615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","cub","Tucanoan","Tucanoan","Colombia","South America","cubeo",1.33,-70.5,172803,383912,10,25.0083,293,85.698,0.466,12,3.78888,16,NA,NA,NA,NA,-3,0.41667,-1.25001,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,11,12,1,10,12,6,0,5.2781954887218,NA,NA,NA,NA,NA,-0.4846364,-1.5544112,0.54663194,-0.497471906,23712.46
"340","cul","Arauan","Arauan","Peru","South America","culina",-6,-70.5,1371854,1518066,10.5,NA,NA,NA,NA,NA,3.11494,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","kpc","Arawakan","Arawakan","Colombia","South America","curripaco",2.5,-68.5,2235234.66666667,859686,13.6666666666667,NA,NA,NA,NA,NA,3.57043,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","kwa","Vaupés-Japurá","Vaupés-Japurá","Brazil","South America","daw",-0.25,-67.08,21482,99297,0,25.4083,236.208,42.993,0.5007,12,1.91908,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58064516129032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","dny","Arauan","Arauan","Brazil","South America","deni",-6,-67,97765,540260,4,NA,NA,NA,NA,NA,2.87506,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38461538461539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","des","Tucanoan","Tucanoan","Colombia","South America","desano",0.83,-69.83,46332.5,209251,14.5,25.0083,293,85.698,0.466,12,3.24551,13,NA,NA,NA,NA,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5958904109589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","fun","Macro-Ge","Yatê","Brazil","South America","fulnio",-8,-37.5,24924,148482,0,22.83,55.125,48.972,1.734,5.4,3.44529,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,18,12,8,10,12,7,0,5.2,NA,NA,NA,NA,NA,1.3900889,0.12048546,0.54663194,0.685735432,27414.04
