language,genus_pk,WALS,ISO,latitude,longitude,macroarea,name,pk
mentawai,521,mnt,mwv,-1.5,99,Papunesia,Mentawai,991
mentuhtapuh,95,mta,sdo,1.25,111,Papunesia,Mentuh Tapuh,720
menya,449,mey,mcr,-7.25,146,Papunesia,Menya,721
meryammir,490,mer,ulk,-9.916666667,144.0833333,Papunesia,Meryam Mir,1518
meyah,151,mea,mej,-1.166666667,133.5,Papunesia,Meyah,1612
mian,441,mpt,mpt,-4.75,141.5,Papunesia,Mian,2642
michif,17,mcf,crg,52,-100.1666667,North America,Michif,172
micmac,17,mic,mic,45,-63,North America,Micmac,992
midob,307,mid,mei,15.08333333,26.25,Africa,Midob,938
mien,169,mie,ium,25,111,Eurasia,Mien,2080
migama,2,mig,mmy,12.16666667,19.83333333,Africa,Migama,561
miisiirii,311,mii,tma,13.5,22,Africa,Miisiirii,939
miju,382,mij,mxj,29,96,Eurasia,Miju,390
mikarew,234,mkr,msy,-4.416666667,144.9166667,Papunesia,Mikarew,391
mikasuki,260,mki,mik,32,-85,North America,Mikasuki,1409
mikir,386,mik,mjw,26.33333333,93.5,Eurasia,Mikir,1840
milang,382,mil,adi,28.5,95.25,Eurasia,Milang,818
mina,5,hna,hna,10.33333333,13.83333333,Africa,Mina,2602
minangkabau,519,min,min,-1,101,Papunesia,Minangkabau,2063
minaveha,87,mnv,mvn,-9.6,150.4666667,Papunesia,Minaveha,1132
mingrelian,205,mgl,xmf,42.5,42,Eurasia,Mingrelian,392
mirihill,382,mhl,mrg,27.91666667,93.83333333,Eurasia,Miri (Hill):,2626
miriwung,56,mir,mep,-15.66666667,129,Australia,Miriwung,886
mirniny,559,mrj,nju,-31,129,Australia,Mirniny,2566
mising,382,msg,mrg,28.5,94.83333333,Eurasia,Mising,1807
miskito,251,mis,miq,14,-83.66666667,North America,Miskito,2239
miskitocoastenglishcreole,331,mce,bzj,16.25,-88.83333333,North America,Mí_skito Coast English Creole,173
mituku,274,mit,zmq,-1.666666667,25.5,Africa,Mituku,393
miwokbodega,350,mkb,csi,38.33333333,-123,North America,Miwok (Bodega),394
miwokcentralsierra,350,mcs,csm,38,-120.3333333,North America,Miwok (Central Sierra),940
miwoklake,350,mwl,lmw,38.91666667,-122.6666667,North America,Miwok (Lake),395
miwoknorthernsierra,350,mwn,nsq,38.33333333,-120.6666667,North America,Miwok (Northern Sierra),941
miwokplains,350,mwp,pmw,38,-121,North America,Miwok (Plains),396
miwoksouthernsierra,350,mss,skd,37.5,-120,North America,Miwok (Southern Sierra),2405
mixeayutla,252,mxx,,17.08333333,-96.08333333,,Mixe (Ayutla),2661
mixecoatlan,252,mco,mco,16.91666667,-95.66666667,North America,Mixe (Coatlíçn),1557
mixetlahuitoltepec,252,mth,mxp,17.08333333,-96.16666667,North America,Mixe (Tlahuitoltepec),397
mixetotontepec,252,mtp,mto,17.25,-96,North America,Mixe (Totontepec),1365
mixtecalacatlatzala,334,mxl,mim,17.25,-98.58333333,North America,Mixtec (Alacatlatzala),174
mixtecatatlahuca,334,mxa,mib,17,-97.75,North America,Mixtec (Atatlahuca),942
mixtecayutla,334,mxt,miy,16.91666667,-99.16666667,North America,Mixtec (Ayutla),562
mixtecchalcatongo,334,mxc,mig,17.05,-97.58333333,North America,Mixtec (Chalcatongo),2483
mixtecchayuco,334,mxu,mih,16.41666667,-97.83333333,North America,Mixtec (Chayuco),398
mixteccoatzospan,334,mxz,miz,18.08333333,-96.58333333,North America,Mixtec (Coatzospan),399
mixtecjamiltepec,334,mja,mxt,16.25,-97.83333333,North America,Mixtec (Jamiltepec),564
mixtecjicaltepec,334,mxj,mio,16.33333333,-98,North America,Mixtec (Jicaltepec),1655
mixtecmolinos,334,mxm,mig,17,-97.58333333,North America,Mixtec (Molinos),1191
mixtecocotepec,334,mxo,mie,17.16666667,-97.75,North America,Mixtec (Ocotepec),1841
mixtecpenoles,334,mxp,mil,17.08333333,-96.91666667,North America,Mixtec (Peí±oles),2064
mixtecsanjuancolorado,334,mjc,mjc,16.5,-98,North America,Mixtec (San Juan Colorado),400
mixtecsanmiguelelgrande,334,mxg,mig,17.05,-97.56666667,North America,Mixtec (San Miguel el Grande),401
mixtecsilacayoapan,334,mxs,mks,17.5,-98.16666667,North America,Mixtec (Silacayoapan),402
mixtecyosondua,334,mxy,mpm,16.91666667,-97.58333333,North America,Mixtec (Yosondí_a),1656
miya,6,miy,mkf,10.91666667,9.666666667,Africa,Miya,2278
mizo,386,miz,lus,23.16666667,92.83333333,Eurasia,Mizo,2139
mlabriminor,69,mlm,mra,18.5,101,Eurasia,Mlabri (Minor),1657
mnongeastern,63,mge,mng,12.66666667,108.5,Eurasia,Mnong (Eastern),403
moca,13,moc,moy,7.583333333,35.5,Africa,Moca,404
mochica,132,mcc,,-7.5,-79.33333333,South America,Mochica,819
mocovi,543,mcv,moc,-28,-60.5,South America,Mocoví_,2677
mofugudur,5,mof,mif,10.5,14,Africa,Mofu-Gudur,1410
moghol,20,mog,mhj,35,62,Eurasia,Moghol,1875
mohawk,192,moh,moh,43.5,-74.25,North America,Mohawk,2065
mojave,170,moj,mov,34.66666667,-114.5833333,North America,Mojave,1088
mokilese,87,mok,mkj,6.666666667,159.75,Papunesia,Mokilese,2294
mokilko,2,mko,moz,11.91666667,18.08333333,Africa,Mokilko,565
molala,351,mll,mbe,44.5,-122.5,North America,Molala,175
moldavian,184,mol,ron,47,29,Eurasia,Moldavian,176
mombum,253,mom,mso,-8.25,138.75,Papunesia,Mombum,1042
momu,226,fqs,fqs,-3,141.5833333,Papunesia,Momu,2649
momuna,443,mqf,mqf,-4.833333333,139.25,Papunesia,Momuna,2641
mon,65,mon,mnw,14.83333333,100.5,Eurasia,Mon,1905
mondunga,287,mga,ndt,2.25,21.5,Africa,Mondunga,1613
mongo,274,mgo,lol,0,21,Africa,Mongo,1411
mongolkhamnigan,20,mkh,,49,117,,Mongol (Khamnigan),1133
mongondow,513,mgd,mog,0.666666667,124,Papunesia,Mongondow,566
moni,436,mni,mnz,-3.666666667,137,Papunesia,Moni,1043
monoalu,87,moa,mte,-7.05,155.75,Papunesia,Mono-Alu,1767
monoinunitedstates,477,mno,mnr,38,-119,North America,Mono (in United States),1696
montagnais,17,mtg,moe,52,-65,North America,Montagnais,993
monumbo,254,mbo,mxk,-4.25,145,Papunesia,Monumbo,887
moore,290,moo,mos,12.83333333,-1.25,Africa,Moorí©,1977
mopan,250,mop,mop,16.58333333,-88.66666667,North America,Mopan,820
mor,79,mor,mhz,-2.95,135.75,Papunesia,Mor,1876
moraori,527,mri,mok,-8.583333333,140.6666667,Papunesia,Moraori,1134
mordvinerzya,467,moe,myv,53,45.5,Eurasia,Mordvin (Erzya),1978
mordvinmoksha,467,mmo,mdf,54,44,Eurasia,Mordvin (Moksha),888
moro,285,mro,mor,11,30.16666667,Africa,Moro,2177
moru,304,mou,mgd,4.75,29.75,Africa,Moru,1906
moseten,257,mos,cas,-14.75,-67.83333333,South America,Mosetí©n,2066
motu,87,mtu,meu,-9.333333333,147,Papunesia,Motu,1938
motuna,152,mot,siw,-6.616666667,155.4166667,Papunesia,Motuna,1728
movima,258,mov,mzp,-13.83333333,-65.66666667,South America,Movima,1558
mpongwe,274,mpo,mye,-1.25,9.5,Africa,Mpongwe,943
mpur,492,mpu,akc,-0.75,133.25,Papunesia,Mpur,1519
mudburra,559,mdb,mwd,-17.33333333,132.0833333,Australia,Mudburra,177
mufian,427,aoj,aoj,-3.5,143,Papunesia,Mufian,2656
mugil,437,mug,mlp,-4.883333333,145.75,Papunesia,Mugil,567
muher,10,muh,sgw,8.166666667,38.16666667,Africa,Muher,178
muinane,179,mui,bmr,-1,-72.5,South America,Muinane,1842
muisca,567,msc,chb,5,-74,South America,Muisca,1469
mulao,404,mul,mlm,25,108,Eurasia,Mulao,994
mumuye,279,mum,mzm,9,11.66666667,Africa,Mumuye,2240
mun,169,mnu,mji,19,110,Eurasia,Mun,179
muna,526,mna,mnb,-5,122.5,Papunesia,Muna,2269
mundang,279,mdg,mua,9.666666667,14.5,Africa,Mundang,1412
mundani,274,mud,mnf,5.666666667,9.916666667,Africa,Mundani,1044
mundari,66,mun,unr,23,84.66666667,Eurasia,Mundari,2433
mundu,287,mdu,muh,4.5,30,Africa,Mí_ndí_,722
munduruku,459,muu,myu,-7,-58,South America,Mundurukí_,1192
mungaka,274,mgk,mhk,5.916666667,10,Africa,Mungaka,1256
munsee,17,mse,umu,41.5,-74.66666667,North America,Munsee,995
munzombo,287,mnz,moj,3,18.41666667,Africa,Munzombo,2588
muong,67,muo,mtq,20.5,105.0833333,Eurasia,Muong,180
mupun,6,mup,sur,9.5,8.833333333,Africa,Mupun,2270
murik,231,mrk,mtf,-3.833333333,144.25,Papunesia,Murik,568
murle,322,mrl,mur,6.5,33.5,Africa,Murle,2384
murrinhpatha,37,mpa,mwf,-14.66666667,129.6666667,Australia,Murrinh-Patha,2157
mursi,322,mur,muz,5.583333333,36.08333333,Africa,Mursi,1470
muruwari,557,mrw,zmu,-28.75,147,Australia,Muruwari,1729
musgu,5,mgu,mug,10.83333333,14.91666667,Africa,Musgu,1907
musom,87,msm,msu,-6.583333333,147,Papunesia,Musom,1366
musqueam,360,msq,hur,49.16666667,-123,North America,Musqueam,2659
mussau,87,mus,emi,-1.45,149.6166667,Papunesia,Mussau,1316
mutsun,347,mut,css,36.83333333,-121.5,North America,Mutsun,1808
muyuw,87,muy,myw,-9.083333333,152.75,Papunesia,Muyuw,406
mwera,274,mwe,mwe,-9,39,Africa,Mwera,1614
mwotlap,87,mwo,mlv,-13.58333333,167.5833333,Papunesia,Mwotlap,1697
nabak,434,nab,naf,-6.416666667,147,Papunesia,Nabak,1843
nadeb,261,nad,mbj,-1,-66.5,South America,Nadí‚b,1559
nadroga,87,ndr,fij,-18.08333333,177.4166667,Papunesia,Nadroga,2639
nafaanra,290,naf,nfr,8,-2.583333333,Africa,Nafaanra,723
nagamao,386,nma,nbi,25.5,94.33333333,Eurasia,Naga (Mao),1730
nagapidgin,331,npn,nag,25.66666667,94,Eurasia,Naga Pidgin,407
nagatangkhul,386,ngt,nmf,25,94.5,Eurasia,Naga (Tangkhul),1877
nagatman,496,nag,nce,-3.75,141.5,Papunesia,Nagatman,1560
nagazeme,386,nze,nzm,25.16666667,93.5,Eurasia,Naga (Zeme),1471
nahali,265,nah,nll,19.75,77.83333333,Eurasia,Nahali,1317
nahuatlcentral,476,nhc,nhn,19,-98.25,North America,Nahuatl (Central),181
nahuatlhuasteca,476,nhh,"nhe, nhw",22,-99,North America,Nahuatl (Huasteca),1768
nahuatlhuauchinango,476,nhu,,20.16666667,-98.08333333,,Nahuatl (Huauchinango),408
nahuatlmecayapanisthmus,476,nmi,nhx,18.25,-94.83333333,North America,Nahuatl (Mecayapan Isthmus),889
nahuatlmichoacan,476,nhm,ncl,18.5,-103,North America,Nahuatl (Michoacíçn),1731
nahuatlmilpaalta,476,nmp,,19.25,-99.16666667,,Nahuatl (Milpa Alta),409
nahuatlnorthpuebla,476,nhn,ncj,20,-98.25,North America,Nahuatl (North Puebla),2102
nahuatlpajapan,476,npa,nhp,18.25,-94.75,North America,Nahuatl (Pajapan),410
nahuatlpochutla,476,nhp,,15.75,-96.5,North America,Nahuatl (Pochutla),182
nahuatlsierradezacapoaxtla,476,nsz,azz,19.58333333,-97.33333333,North America,Nahuatl (Sierra de Zacapoaxtla),569
nahuatltetelcingo,476,nht,nhg,19.66666667,-99,North America,Nahuatl (Tetelcingo),2429
nahuatlxalitla,476,nhx,ngu,18,-99.5,North America,Nahuatl (Xalitla),411
nai,225,bio,bio,-3.716666667,141.2666667,Papunesia,Nai,2651
nakanai,87,nak,nak,-5.583333333,150.5833333,Papunesia,Nakanai,2027
nakkara,36,nkk,nck,-12.11666667,134.4166667,Australia,Nakkara,1045
nalik,87,nal,nal,-2.95,151.3333333,Papunesia,Nalik,1257
nambasbig,87,nbb,nmb,-16.08333333,167.2,Papunesia,Nambas (Big),1046
nambikuara,270,nmb,nab,-14,-59.5,South America,Nambikuíçra (Southern),2229
namia,372,nam,nnm,-3.833333333,141.75,Papunesia,Namia,1809
nanai,21,nai,gld,49.5,137,Eurasia,Nanai,1844
nancowry,68,nnc,ncb,8.05,93.5,Eurasia,Nancowry,1908
nande,274,nde,nnb,-0.083333333,29.16666667,Africa,Nande,944
nandi,320,nan,kln,0.25,35,Africa,Nandi,2336
nanerge,290,nrg,sen,11.75,-5,Africa,Nanerge,2582
nankina,434,nnk,nnk,-5.783333333,146.45,Papunesia,Nankina,1413
nanticoke,17,nnt,nnt,38,-76.25,North America,Nanticoke,183
nanumea,87,nnm,tvl,-5.666666667,176.1166667,Papunesia,Nanumea,412
napu,526,npu,npy,-1.333333333,120.4166667,Papunesia,Napu,724
narainethiopia,314,nar,nrb,15.08333333,37.58333333,Africa,Nara (in Ethiopia),2178
narom,518,nrm,nrm,4.416666667,114,Papunesia,Narom,184
narphu,389,nph,npa,28.66666667,84.25,Eurasia,Nar-Phu,1732
nasioi,152,nas,nas,-6.333333333,155.5833333,Papunesia,Nasioi,2230
naskapi,17,nsk,nsk,56,-70,North America,Naskapi,413
natchez,271,nat,ncz,31.75,-91.33333333,North America,Natchez,1472
nateni,290,ntn,ntm,10.5,1.166666667,Africa,Nateni,414
natugu,87,nbk,stc,-10.78333333,165.8666667,Papunesia,Natí_gu,1135
nauruan,87,nau,nau,-0.5,166.9166667,Papunesia,Nauruan,1047
navajo,262,nav,nav,36.16666667,-108,North America,Navajo,2416
naxi,384,nax,nbf,27.5,100,Eurasia,Naxi,1520
ncam,290,ncm,bud,9.333333333,0.666666667,Africa,Ncíæm,2584
ndebeleinsouthafrica,274,ndb,nbl,-25.33333333,29,Africa,Ndebele (in South Africa),1810
ndjebbana,35,ndj,djj,-12.16666667,134.1166667,Australia,Ndjí©bbana,1878
ndogo,287,ndg,ndz,7.75,27,Africa,Ndogo,415
ndonga,274,ndo,ndo,-18,17,Africa,Ndonga,2003
ndumu,274,ndu,nmd,-1.666666667,13.58333333,Africa,Ndumu,1473
ndut,276,ndt,ndv,14.91666667,-16.91666667,Africa,Ndut,2047
ndyuka,331,ndy,djk,4.5,-54.5,South America,Ndyuka,2678
nederlandsegebarentaal,330,ned,dse,52.25,5.5,Eurasia,Nederlandse Gebarentaal,416
negidal,21,neg,neg,53,139,Eurasia,Negidal,417
nehan,87,neh,nsn,-4.5,154.2,Papunesia,Nehan,1474
nelemwa,87,nel,nee,-20.25,164.0833333,Papunesia,Nelemwa,996
nend,437,nnd,anh,-5,144.9166667,Papunesia,Nend,1136
nenets,463,nen,yrk,69,72,Eurasia,Nenets,2425
nenetstundra,463,ntu,yrk,70,76,Eurasia,Nenets (Tundra),185
nengone,87,nne,nen,-21.5,168,Papunesia,Nengone,1258
neoaramaicamadiya,10,naa,cld,37,43,Eurasia,Neo-Aramaic (Amadiya),186
neoaramaicarbeljewish,10,naj,aij,31.75,35,Eurasia,Neo-Aramaic (Arbel Jewish),2004
neoaramaicassyrian,10,nsy,aii,36,41,Eurasia,Neo-Aramaic (Assyrian),570
neoaramaicpersianazerbaijan,10,nap,trg,38,47,Eurasia,Neo-Aramaic (Persian Azerbaijan),1318
nepali,182,nep,nep,28,85,Eurasia,Nepali,2290
nevome,478,nev,ood,31,-112.5,North America,Nevome,1769
newardolakha,512,nwd,new,27.33333333,86,Eurasia,Newar (Dolakha),1770
newarikathmandu,512,new,new,27.66666667,85.5,Eurasia,Newari (Kathmandu),2158
newzealandsignlanguage,330,nzs,nzs,-43,172,Papunesia,New Zealand Sign Language,418
neyo,277,ney,ney,5,-6,Africa,Neyo,2580
nezperce,348,nez,nez,46,-116,North America,Nez Perce,2411
ngaanyatjarra,559,ntj,ntj,-26,126.5,Australia,Ngaanyatjarra,1771
ngabere,122,nbr,gym,8.666666667,-82,North America,Ngí_bere,2117
ngada,75,ngd,nxg,-8.833333333,121,Papunesia,Ngad'a,1811
ngadjumaja,559,ngj,nju,-32.33333333,123.8333333,Australia,Ngadjumaja,1193
ngalakan,34,ngl,nig,-14.25,134,Australia,Ngalakan,2271
ngalkbun,44,nkb,ngk,-13.5,134.8333333,Australia,Ngalkbun,1414
ngambay,305,ngm,sba,8.666666667,16,Africa,Ngambay,1961
nganasan,463,nga,nio,71,93,Eurasia,Nganasan,2048
ngandi,32,ngn,nid,-13.83333333,135,Australia,Ngandi,1658
ngangityemerri,563,ngg,nam,-14.25,130.4166667,Australia,Ngan'gityemerri,1319
ngankikurungkurr,563,ngk,nam,-14,130.5,Australia,Ngankikurungkurr,1939
ngarinyeri,557,ngr,nay,-36,140,Australia,Ngarinyeri,821
ngarinyman,559,ngy,nbj,-16.5,130.5,Australia,Ngarinyman,187
ngarla,559,nlr,nlr,-20,119,Australia,Ngarla,2567
ngarluma,559,nlu,nrl,-20.83333333,117.5,Australia,Ngarluma,419
ngawun,560,ngw,nxn,-19,141.5,Australia,Ngawun,1320
ngbakamabo,287,nbm,nbm,3.56,18.36,Africa,Ngbaka (Ma'bo),2679
ngbakaminagende,537,ngb,nga,3.5,20,Africa,Ngbaka (Minagende),1321
ngbandi,287,ndi,"nbw, ngb",3.75,22,Africa,Ngbandi,571
ngemba,274,nge,nge,6.2,10,Africa,Ngemba,188
ngiti,299,nti,niy,1.333333333,30.25,Africa,Ngiti,2377
ngiyambaa,557,ngi,wyb,-31.75,145.5,Australia,Ngiyambaa,2495
ngizim,6,ngz,ngi,12.08333333,10.91666667,Africa,Ngizim,2279
ngombe,274,nbe,ngc,3,23,Africa,Ngombe,725
ngoni,274,ngo,ngo,-11,36,Africa,Ngoni,1698
nguna,87,ngu,llp,-16.91666667,168.5,Papunesia,Nguna,1194
nhanda,559,nha,,-27,114.1666667,Australia,Nhanda,1699
nharo,210,nro,nhr,-22.33333333,20.5,Africa,Nharo,572
nias,521,nia,nia,1,97.75,Papunesia,Nias,2081
nicobarese,68,nic,ncb,7,93.83333333,Eurasia,Nicobarese,189
nicobaresecar,68,nca,caq,9,93,Eurasia,Nicobarese (Car),2253
nigerianpidgin,331,npi,pcm,6.5,3.333333333,Africa,Nigerian Pidgin,726
nihonshuwajapanesesignlanguage,330,nih,jsl,36,139,Eurasia,Nihon Shuwa (Japanese Sign Language),420
nimboran,323,nim,nir,-2.5,140.1666667,Papunesia,Nimboran,1561
ningil,428,nin,niz,-3.5,142.25,Papunesia,Ningil,727
nisenan,345,nsn,nsz,39,-121,North America,Nisenan,1562
nisgha,352,nsg,ncg,55,-130,North America,Nisgha,2005
nitinaht,481,nit,noo,48.66666667,-124.75,North America,Nitinaht,421
niuafoou,87,nif,num,-15.56666667,-175.6166667,Papunesia,Niuafo'ou,422
niuean,87,niu,niu,-19.05,-170.1166667,Papunesia,Niuean,2118
nivkh,324,niv,niv,53.33333333,142,Eurasia,Nivkh,2471
nivkhsouthsakhalin,324,nvs,niv,47,142.5,Eurasia,Nivkh (South Sakhalin),890
nkem,274,nke,isi,6.583333333,8.583333333,Africa,Nkem,945
nkonya,275,nkn,nko,7.166666667,0.25,Africa,Nkonya,1772
nkorekiga,274,nko,cgg,-0.916666667,29.83333333,Africa,Nkore-Kiga,2421
nobiin,307,nob,fia,21,31,Africa,Nobiin,1415
nocte,388,noc,njb,27,95.5,Eurasia,Nocte,1615
noghay,19,nog,nog,44,46,Eurasia,Noghay,1475
noghaykaragash,19,nok,nog,47.5,47.25,Eurasia,Noghay (Karagash),190
nomad,154,nmd,smq,-6.166666667,142.25,Papunesia,Nomad,728
nomatsiguenga,536,nom,not,-11.66666667,-74.5,South America,Nomatsiguenga,573
noni,274,non,nhu,6.416666667,10.58333333,Africa,Noni,2128
noon,276,noo,snf,14.83333333,-16.83333333,Africa,Noon,2119
norsktegnsprak,330,nte,nsl,61,9,Eurasia,Norsk Tegnsprí«k,191
norwegian,181,nor,nob,61,8,Eurasia,Norwegian,2295
nsenga,274,nse,nse,-14.5,30.83333333,Africa,Nsenga,1322
ntomba,274,nto,nto,-2,18.33333333,Africa,Ntomba,997
nuaulu,75,nua,"nni, nxl",-3.25,129.1666667,Papunesia,Nuaulu,2067
nubi,331,nub,kcn,0.666666667,32.08333333,Africa,Nubi,574
nubiandongolese,307,nbd,kzh,18.25,30.75,Africa,Nubian (Dongolese),2394
nubiankunuz,307,nku,kzh,23,33,Africa,Nubian (Kunuz),1476
nuer,320,nue,nus,8.333333333,32,Africa,Nuer,1909
nukak,114,nuk,mbr,2.5,-71.5,South America,Nukak,423
nukuoro,87,nkr,nkr,3.833333333,154.9166667,Papunesia,Nukuoro,729
nunggubuyu,48,nug,nuy,-13.75,135.6666667,Australia,Nunggubuyu,2452
nunginvietnam,404,nun,nut,21.91666667,106.4166667,Eurasia,Nung (in Vietnam),2263
nuninorthern,290,nnn,nuv,12.16666667,-3,Africa,Nuni (Northern),192
nupe,278,nup,nup,9.166666667,5.416666667,Africa,Nupe,1979
nusu,380,nus,nuf,26.75,99,Eurasia,Nusu,998
nuuchahnulth,481,nuu,noo,49.66666667,-126.6666667,North America,Nuuchahnulth,2191
nyahkurthapong,65,nkt,cbn,15.66666667,101.6666667,Eurasia,Nyah Kur (Tha Pong),1259
nyamal,559,nly,nly,-21,119,Australia,Nyamal,2568
nyambo,274,nbo,now,-1,31.33333333,Africa,Nyambo,730
nyamkad,389,nyk,tpq,32,78.5,Eurasia,Nyamkad,1195
nyamwezi,274,nym,nym,-5,33,Africa,Nyamwezi,1773
nyanga,274,nng,nyj,-1.25,28.16666667,Africa,Nyanga,575
nyangi,316,nyg,nyp,3.416666667,33.58333333,Africa,Nyangi,1260
nyangumarda,559,nyr,nna,-20,121,Australia,Nyangumarda,823
nyawaygi,560,nya,nyt,-19,146.1666667,Australia,Nyawaygi,1367
nyelayu,87,nyl,yly,-20.33333333,164.3333333,Papunesia,Nyelí¢yu,576
nyigina,46,nyn,nyh,-18,124.3333333,Australia,Nyigina,1323
nyiha,274,nyh,nih,-10,33,Africa,Nyiha,891
nyimang,302,nyi,nyi,12.16666667,29.33333333,Africa,Nyimang,1940
nyishi,382,nis,dap,27.5,93.5,Eurasia,Nyishi,2006
nyulnyul,46,nyu,nyv,-17,122.8333333,Australia,Nyulnyul,1879
nyungar,559,nju,nys,-33.75,122,Australia,Nyungar,424
nzakara,287,nza,nzk,5,23,Africa,Nzakara,1563
obokuitai,228,obk,afz,-3,138,Papunesia,Obokuitai,731
obolo,293,obo,ann,4.583333333,7.833333333,Africa,Obolo,2049
ocaina,180,oca,oca,-2.75,-71.75,South America,Ocaina,1659
occitan,184,occ,oci,44,2,Eurasia,Occitan,892
ocuilteco,548,ocu,ocu,18.91666667,-99.66666667,North America,Ocuilteco,1774
ogbia,293,ogb,ogb,4.666666667,6.25,Africa,Ogbia,1261
ogbronuagum,293,obg,ogu,4.75,6.866666667,Africa,Ogbronuagum,1880
oi,63,oi,oyb,14.83333333,107.1666667,Eurasia,Oi,193
oirat,20,oir,xal,37.5,93,Eurasia,Oirat,999
ojibwaeastern,17,oji,"ojg, otw",46,-80,North America,Ojibwa (Eastern),2207
ojibwasevern,17,ojs,ojs,53,-90,North America,Ojibwa (Severn),893
ojibweminnesota,17,ojm,ciw,47.66666667,-92.5,North America,Ojibwe (Minnesota),732
okanagan,362,oka,oka,49.5,-118.5,North America,Okanagan,824
oksapmin,326,oks,opm,-5.166666667,142.1666667,Papunesia,Oksapmin,1089
oku,274,oku,oku,6.25,10.5,Africa,Oku,194
olo,428,olo,ong,-3.416666667,142,Papunesia,Olo,1812
olohmangtangai,73,olm,nij,-0.833333333,113,Papunesia,Oloh Mangtangai,733
olutec,252,olu,plo,17.95,-95,North America,Olutec,825
omagua,457,oma,omg,-4,-73.5,South America,Omagua,195
omaha,391,omh,oma,42,-97.25,North America,Omaha,1324
omie,439,omi,aom,-9.05,148.0833333,Papunesia,í_mie,1521
one,426,one,aun,-3.25,141.9166667,Papunesia,One,1137
oneida,192,ond,one,43,-75.66666667,North America,Oneida,2441
onge,399,ong,oon,10.75,92.41666667,Eurasia,Onge,1522
ono,434,ono,ons,-6.166666667,147.5833333,Papunesia,Ono,1090
onondaga,192,onn,ono,42.75,-76.16666667,North America,Onondaga,425
oodham,478,ood,ood,32,-112,North America,O'odham,2354
ordos,20,ord,mvf,39,109,Eurasia,Ordos,1138
orejon,452,ore,ore,-2.833333333,-72.5,South America,Orejí_n,577
orig,282,ori,ras,12.16666667,30.83333333,Africa,Orig,1523
oriya,182,oya,ori,21,85,Eurasia,Oriya,1564
oriyakotia,182,oko,ort,18.33333333,83,Eurasia,Oriya (Kotia),426
ormuri,183,orm,oru,32.5,69.75,Eurasia,Ormuri,1325
oroch,21,orc,oac,50.33333333,137.5,Eurasia,Oroch,826
orok,21,ork,oaa,49.5,143.5,Eurasia,Orok,1616
orokaiva,442,oro,okv,-8.833333333,148.25,Papunesia,Orokaiva,1660
orokolo,156,orl,oro,-7.833333333,145.3333333,Papunesia,Orokolo,427
oromoboraana,545,orb,gax,4.5,38.5,Africa,Oromo (Boraana),734
oromoharar,545,orh,hae,9,42,Africa,Oromo (Harar),2513
oromowaata,545,orw,ssn,-3.333333333,39.83333333,Africa,Oromo (Waata),1661
oromowestcentral,545,owc,gaz,9,37,Africa,Oromo (West-Central),827
orya,422,ory,ury,-2.75,139.8333333,Papunesia,Orya,1196
osage,391,osa,osa,37,-94,North America,Osage,1565
ossetic,183,oss,oss,43,44,Eurasia,Ossetic,2192
oto,391,oto,iow,40.5,-96,North America,Oto,578
otomiixtenco,336,oix,otz,19.08333333,-97.91666667,North America,Otomí_ (Ixtenco),1000
otomimezquital,336,otm,ote,20.16666667,-99.16666667,North America,Otomí_ (Mezquital),2409
otomisantiagomexquititlan,336,osm,otq,20.08333333,-100.0833333,North America,Otomí_ (Santiago Mexquititlan),428
otomisierra,336,ots,otm,20.66666667,-98.83333333,North America,Otomí_ (Sierra),579
otoro,285,otr,otr,11.16666667,30.5,Africa,Otoro,580
owininga,229,owi,owi,-4.5,141.75,Papunesia,Owininga,2653
paa,6,paa,pqa,11,9.25,Africa,Pa'a,1733
paakantyi,558,pkn,drl,-32.5,142.5,Australia,Paakantyi,1910
paamese,87,pms,pma,-16.5,168.25,Papunesia,Paamese,2404
pacoh,72,pac,pac,16.41666667,107.0833333,Eurasia,Pacoh,1416
padoe,526,pad,pdo,-2.333333333,121.3333333,Papunesia,Padoe,828
paez,341,pae,pbb,2.666666667,-76,South America,Píçez,2264
pagu,494,pag,pgu,1.25,127.75,Papunesia,Pagu,581
paita,87,pta,duf,-22.08333333,166.5,Papunesia,Paita,829
paite,386,pte,pck,24,93.16666667,Eurasia,Paite,197
paiutenorthern,477,pno,pao,42,-118,North America,Paiute (Northern),2120
paiutesouthern,477,put,ute,37.83333333,-113.3333333,North America,Paiute (Southern),1139
paiwan,86,pai,pwn,22.5,120.8333333,Papunesia,Paiwan,2399
pakanha,560,pak,pkn,-14.5,142.4166667,Australia,Pakanha,198
palauan,85,pal,pau,7.5,134.5833333,Papunesia,Palauan,2302
palaung,69,plg,"pce, rbb",22.66666667,96.66666667,Eurasia,Palaung,1566
palikur,533,plk,plu,3,-51,South America,Palikur,2028
palor,276,plr,fap,14.83333333,-16.75,Africa,Palor,830
pame,338,pam,pbs,22,-99.5,North America,Pame,1326
pamona,526,pna,pmf,-1.75,120.8333333,Papunesia,Pamona,1001
panara,238,pnx,kre,-10,-55,South America,Panaríç,2669
panare,119,pnr,pbh,6.5,-66,South America,Panare,1524
pangasinan,514,pnn,pag,15.91666667,120.3333333,Papunesia,Pangasinan,1775
pangwa,274,png,pbr,-10,34.75,Africa,Pangwa,1002
panjabi,182,pan,pan,31,74,Eurasia,Panjabi,2330
panyjima,559,pny,pnw,-22.83333333,118.4166667,Australia,Panyjima,1911
